Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Japan,JPN,2008,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,18.82938004
Japan,JPN,2007,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,18.75071526
Japan,JPN,2006,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,19.67846489
Japan,JPN,2005,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,18.83203888
Japan,JPN,2004,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,19.72579765
Japan,JPN,2003,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,20.03618813
Japan,JPN,2002,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,19.24702263
Japan,JPN,2001,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,19.0359211
Japan,JPN,2000,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,19.56947136
Japan,JPN,2019,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,703.9219455
Japan,JPN,2018,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,690.7239852
Japan,JPN,2017,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,650.5183295
Japan,JPN,2016,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,666.3542378
Japan,JPN,2015,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,594.242073
Japan,JPN,2014,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,651.0535173
Japan,JPN,2013,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,682.4636667
Japan,JPN,2012,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,837.5620578
Japan,JPN,2011,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,827.1724921
Japan,JPN,2010,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,733.8425245
Japan,JPN,2009,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,689.525228
Japan,JPN,2008,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,605.1188932
Japan,JPN,2007,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,519.90051
Japan,JPN,2006,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,542.0192077
Japan,JPN,2005,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,542.9841937
Japan,JPN,2004,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,567.3008991
Japan,JPN,2003,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,529.4015343
Japan,JPN,2002,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,462.822784
Japan,JPN,2001,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,472.054998
Japan,JPN,2000,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,536.3355527
Japan,JPN,2019,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,740.4963124
Japan,JPN,2018,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,735.4596799
Japan,JPN,2017,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,694.2417785
Japan,JPN,2016,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,687.0257022
Japan,JPN,2015,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,695.1758415
Japan,JPN,2014,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,669.3287849
Japan,JPN,2013,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,657.4899597
Japan,JPN,2012,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,640.9025827
Japan,JPN,2011,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,614.3465738
Japan,JPN,2010,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,576.8655273
Japan,JPN,2009,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,560.3030994
Japan,JPN,2008,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,535.2761777
Japan,JPN,2007,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,508.4972379
Japan,JPN,2006,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,506.1672311
Japan,JPN,2005,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,461.9517044
Japan,JPN,2004,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,456.805153
Japan,JPN,2003,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,439.9159279
Japan,JPN,2002,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,403.6359226
Japan,JPN,2001,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,383.158402
Japan,JPN,2000,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,373.5733662
Japan,JPN,2021,Net migration,SM.POP.NETM,87584.0
Japan,JPN,2020,Net migration,SM.POP.NETM,87584.0
Japan,JPN,2019,Net migration,SM.POP.NETM,183953.0
Japan,JPN,2018,Net migration,SM.POP.NETM,177470.0
Japan,JPN,2017,Net migration,SM.POP.NETM,164070.0
Japan,JPN,2016,Net migration,SM.POP.NETM,156993.0
Japan,JPN,2015,Net migration,SM.POP.NETM,150215.0
Japan,JPN,2014,Net migration,SM.POP.NETM,139401.0
Japan,JPN,2013,Net migration,SM.POP.NETM,134721.0
Japan,JPN,2012,Net migration,SM.POP.NETM,137344.0
Japan,JPN,2011,Net migration,SM.POP.NETM,139793.0
Japan,JPN,2010,Net migration,SM.POP.NETM,148460.0
Japan,JPN,2009,Net migration,SM.POP.NETM,159210.0
Japan,JPN,2008,Net migration,SM.POP.NETM,158396.0
Japan,JPN,2007,Net migration,SM.POP.NETM,163068.0
Japan,JPN,2006,Net migration,SM.POP.NETM,160536.0
Japan,JPN,2005,Net migration,SM.POP.NETM,153248.0
Japan,JPN,2004,Net migration,SM.POP.NETM,135835.0
Japan,JPN,2003,Net migration,SM.POP.NETM,119257.0
Japan,JPN,2002,Net migration,SM.POP.NETM,102260.0
Japan,JPN,2001,Net migration,SM.POP.NETM,93257.0
Japan,JPN,2000,Net migration,SM.POP.NETM,84477.0
Japan,JPN,1999,Net migration,SM.POP.NETM,72925.0
Japan,JPN,1998,Net migration,SM.POP.NETM,56577.0
Japan,JPN,1997,Net migration,SM.POP.NETM,46477.0
Japan,JPN,1996,Net migration,SM.POP.NETM,41491.0
Japan,JPN,1995,Net migration,SM.POP.NETM,38572.0
Japan,JPN,1994,Net migration,SM.POP.NETM,41331.0
Japan,JPN,1993,Net migration,SM.POP.NETM,39228.0
Japan,JPN,1992,Net migration,SM.POP.NETM,34064.0
Japan,JPN,1991,Net migration,SM.POP.NETM,31126.0
Japan,JPN,1990,Net migration,SM.POP.NETM,26291.0
Japan,JPN,1989,Net migration,SM.POP.NETM,17970.0
Japan,JPN,1988,Net migration,SM.POP.NETM,8399.0
Japan,JPN,1987,Net migration,SM.POP.NETM,-3413.0
Japan,JPN,1986,Net migration,SM.POP.NETM,-12925.0
Japan,JPN,1985,Net migration,SM.POP.NETM,-8228.0
Japan,JPN,1984,Net migration,SM.POP.NETM,-11510.0
Japan,JPN,1983,Net migration,SM.POP.NETM,-18563.0
Japan,JPN,1982,Net migration,SM.POP.NETM,-32081.0
Japan,JPN,1981,Net migration,SM.POP.NETM,-39929.0
Japan,JPN,1980,Net migration,SM.POP.NETM,-30594.0
Japan,JPN,1979,Net migration,SM.POP.NETM,-21454.0
Japan,JPN,1978,Net migration,SM.POP.NETM,852.0
Japan,JPN,1977,Net migration,SM.POP.NETM,31569.0
Japan,JPN,1976,Net migration,SM.POP.NETM,47790.0
Japan,JPN,1975,Net migration,SM.POP.NETM,22942.0
Japan,JPN,1974,Net migration,SM.POP.NETM,38925.0
Japan,JPN,1973,Net migration,SM.POP.NETM,67245.0
Japan,JPN,1972,Net migration,SM.POP.NETM,93814.0
Japan,JPN,1971,Net migration,SM.POP.NETM,110997.0
Japan,JPN,1970,Net migration,SM.POP.NETM,124197.0
Japan,JPN,1969,Net migration,SM.POP.NETM,116285.0
Japan,JPN,1968,Net migration,SM.POP.NETM,93749.0
Japan,JPN,1967,Net migration,SM.POP.NETM,74137.0
Japan,JPN,1966,Net migration,SM.POP.NETM,65702.0
Japan,JPN,1965,Net migration,SM.POP.NETM,49763.0
Japan,JPN,1964,Net migration,SM.POP.NETM,29206.0
Japan,JPN,1963,Net migration,SM.POP.NETM,3819.0
Japan,JPN,1962,Net migration,SM.POP.NETM,-18594.0
Japan,JPN,1961,Net migration,SM.POP.NETM,-33403.0
Japan,JPN,1960,Net migration,SM.POP.NETM,-46245.0
Japan,JPN,2021,Refugee population by country or territory of asylum,SM.POP.REFG,1132.0
Japan,JPN,2020,Refugee population by country or territory of asylum,SM.POP.REFG,1132.0
Japan,JPN,2019,Refugee population by country or territory of asylum,SM.POP.REFG,1463.0
Japan,JPN,2018,Refugee population by country or territory of asylum,SM.POP.REFG,1893.0
Japan,JPN,2017,Refugee population by country or territory of asylum,SM.POP.REFG,2189.0
Japan,JPN,2016,Refugee population by country or territory of asylum,SM.POP.REFG,2512.0
Japan,JPN,2015,Refugee population by country or territory of asylum,SM.POP.REFG,2479.0
Japan,JPN,2014,Refugee population by country or territory of asylum,SM.POP.REFG,2562.0
Japan,JPN,2013,Refugee population by country or territory of asylum,SM.POP.REFG,2586.0
Japan,JPN,2012,Refugee population by country or territory of asylum,SM.POP.REFG,2579.0
Japan,JPN,2011,Refugee population by country or territory of asylum,SM.POP.REFG,2645.0
Japan,JPN,2010,Refugee population by country or territory of asylum,SM.POP.REFG,2583.0
Japan,JPN,2009,Refugee population by country or territory of asylum,SM.POP.REFG,2331.0
Japan,JPN,2008,Refugee population by country or territory of asylum,SM.POP.REFG,2016.0
Japan,JPN,2007,Refugee population by country or territory of asylum,SM.POP.REFG,1792.0
Japan,JPN,2006,Refugee population by country or territory of asylum,SM.POP.REFG,1842.0
Japan,JPN,2005,Refugee population by country or territory of asylum,SM.POP.REFG,1940.0
Japan,JPN,2004,Refugee population by country or territory of asylum,SM.POP.REFG,1967.0
Japan,JPN,2003,Refugee population by country or territory of asylum,SM.POP.REFG,2266.0
Japan,JPN,2002,Refugee population by country or territory of asylum,SM.POP.REFG,2658.0
Japan,JPN,2001,Refugee population by country or territory of asylum,SM.POP.REFG,3198.0
Japan,JPN,2000,Refugee population by country or territory of asylum,SM.POP.REFG,3752.0
Japan,JPN,1999,Refugee population by country or territory of asylum,SM.POP.REFG,4233.0
Japan,JPN,1998,Refugee population by country or territory of asylum,SM.POP.REFG,4483.0
Japan,JPN,1997,Refugee population by country or territory of asylum,SM.POP.REFG,4846.0
Japan,JPN,1996,Refugee population by country or territory of asylum,SM.POP.REFG,5278.0
Japan,JPN,1995,Refugee population by country or territory of asylum,SM.POP.REFG,5432.0
Japan,JPN,1994,Refugee population by country or territory of asylum,SM.POP.REFG,5942.0
Japan,JPN,1993,Refugee population by country or territory of asylum,SM.POP.REFG,6495.0
Japan,JPN,1992,Refugee population by country or territory of asylum,SM.POP.REFG,6669.0
Japan,JPN,1991,Refugee population by country or territory of asylum,SM.POP.REFG,6397.0
Japan,JPN,1990,Refugee population by country or territory of asylum,SM.POP.REFG,6819.0
Japan,JPN,1989,Refugee population by country or territory of asylum,SM.POP.REFG,6479.0
Japan,JPN,1988,Refugee population by country or territory of asylum,SM.POP.REFG,6110.0
Japan,JPN,1987,Refugee population by country or territory of asylum,SM.POP.REFG,5601.0
Japan,JPN,1986,Refugee population by country or territory of asylum,SM.POP.REFG,5016.0
Japan,JPN,1985,Refugee population by country or territory of asylum,SM.POP.REFG,4707.0
Japan,JPN,1984,Refugee population by country or territory of asylum,SM.POP.REFG,3967.0
Japan,JPN,1983,Refugee population by country or territory of asylum,SM.POP.REFG,4900.0
Japan,JPN,1982,Refugee population by country or territory of asylum,SM.POP.REFG,4390.0
Japan,JPN,1981,Refugee population by country or territory of asylum,SM.POP.REFG,2520.0
Japan,JPN,1980,Refugee population by country or territory of asylum,SM.POP.REFG,2390.0
Japan,JPN,1979,Refugee population by country or territory of asylum,SM.POP.REFG,1260.0
Japan,JPN,1978,Refugee population by country or territory of asylum,SM.POP.REFG,610.0
Japan,JPN,1977,Refugee population by country or territory of asylum,SM.POP.REFG,600.0
Japan,JPN,2021,Refugee population by country or territory of origin,SM.POP.REFG.OR,39.0
Japan,JPN,2020,Refugee population by country or territory of origin,SM.POP.REFG.OR,40.0
Japan,JPN,2019,Refugee population by country or territory of origin,SM.POP.REFG.OR,39.0
Japan,JPN,2018,Refugee population by country or territory of origin,SM.POP.REFG.OR,42.0
Japan,JPN,2017,Refugee population by country or territory of origin,SM.POP.REFG.OR,44.0
Japan,JPN,2016,Refugee population by country or territory of origin,SM.POP.REFG.OR,53.0
Japan,JPN,2015,Refugee population by country or territory of origin,SM.POP.REFG.OR,140.0
Japan,JPN,2014,Refugee population by country or territory of origin,SM.POP.REFG.OR,257.0
Japan,JPN,2013,Refugee population by country or territory of origin,SM.POP.REFG.OR,154.0
Japan,JPN,2012,Refugee population by country or territory of origin,SM.POP.REFG.OR,173.0
Japan,JPN,2011,Refugee population by country or territory of origin,SM.POP.REFG.OR,176.0
Japan,JPN,2010,Refugee population by country or territory of origin,SM.POP.REFG.OR,149.0
Japan,JPN,2009,Refugee population by country or territory of origin,SM.POP.REFG.OR,148.0
Japan,JPN,2008,Refugee population by country or territory of origin,SM.POP.REFG.OR,183.0
Japan,JPN,2007,Refugee population by country or territory of origin,SM.POP.REFG.OR,519.0
Japan,JPN,2006,Refugee population by country or territory of origin,SM.POP.REFG.OR,166.0
Japan,JPN,2005,Refugee population by country or territory of origin,SM.POP.REFG.OR,10.0
Japan,JPN,2004,Refugee population by country or territory of origin,SM.POP.REFG.OR,19.0
Japan,JPN,2003,Refugee population by country or territory of origin,SM.POP.REFG.OR,17.0
Japan,JPN,2002,Refugee population by country or territory of origin,SM.POP.REFG.OR,14.0
Japan,JPN,2001,Refugee population by country or territory of origin,SM.POP.REFG.OR,5.0
Japan,JPN,2000,Refugee population by country or territory of origin,SM.POP.REFG.OR,5.0
Japan,JPN,1995,Refugee population by country or territory of origin,SM.POP.REFG.OR,5.0
Japan,JPN,1994,Refugee population by country or territory of origin,SM.POP.REFG.OR,7.0
Japan,JPN,2015,"International migrant stock, total",SM.POP.TOTL,2043877.0
Japan,JPN,2010,"International migrant stock, total",SM.POP.TOTL,2134151.0
Japan,JPN,2005,"International migrant stock, total",SM.POP.TOTL,2012916.0
Japan,JPN,2000,"International migrant stock, total",SM.POP.TOTL,1686567.0
Japan,JPN,1995,"International migrant stock, total",SM.POP.TOTL,1381097.0
Japan,JPN,1990,"International migrant stock, total",SM.POP.TOTL,1075626.0
Japan,JPN,1985,"International migrant stock, total",SM.POP.TOTL,850775.0
Japan,JPN,1980,"International migrant stock, total",SM.POP.TOTL,802422.0
Japan,JPN,1975,"International migrant stock, total",SM.POP.TOTL,770342.0
Japan,JPN,1970,"International migrant stock, total",SM.POP.TOTL,725139.0
Japan,JPN,1965,"International migrant stock, total",SM.POP.TOTL,712854.0
Japan,JPN,1960,"International migrant stock, total",SM.POP.TOTL,692651.0
Japan,JPN,2015,International migrant stock (% of population),SM.POP.TOTL.ZS,1.614775057
Japan,JPN,2010,International migrant stock (% of population),SM.POP.TOTL.ZS,1.676212943
Japan,JPN,2005,International migrant stock (% of population),SM.POP.TOTL.ZS,1.585238425
Japan,JPN,2000,International migrant stock (% of population),SM.POP.TOTL.ZS,1.341583243
Japan,JPN,1995,International migrant stock (% of population),SM.POP.TOTL.ZS,1.109463635
Japan,JPN,1990,International migrant stock (% of population),SM.POP.TOTL.ZS,0.879862815
Japan,JPN,2020,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,3.2
Japan,JPN,2019,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2.8
Japan,JPN,2018,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2.5
Japan,JPN,2017,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2.5
Japan,JPN,2016,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2.5
Japan,JPN,2015,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2.5
Japan,JPN,2014,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2.5
Japan,JPN,2013,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2.5
Japan,JPN,2012,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2.5
Japan,JPN,2011,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2.5
Japan,JPN,2010,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2.7
Japan,JPN,2009,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2.6
Japan,JPN,2008,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2.5
Japan,JPN,2007,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2.5
Japan,JPN,2006,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2.5
Japan,JPN,2005,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2.5
Japan,JPN,2004,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2.5
Japan,JPN,2003,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2.5
Japan,JPN,2002,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2.5
Japan,JPN,2001,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2.5
Japan,JPN,2020,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,3.8
Japan,JPN,2019,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,3.4
Japan,JPN,2018,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,3.2
Japan,JPN,2017,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,3.2
Japan,JPN,2016,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,2.7
Japan,JPN,2015,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,2.6
Japan,JPN,2020,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,0.9
Japan,JPN,2019,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,0.7
Japan,JPN,2018,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,0.7
Japan,JPN,2017,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,0.5
Japan,JPN,2016,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,0.0
Japan,JPN,2015,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,0.0
Japan,JPN,2020,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,2.887
Japan,JPN,2019,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,2.808
Japan,JPN,2018,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,2.992
Japan,JPN,2017,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,3.29
Japan,JPN,2016,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,3.742
Japan,JPN,2015,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,4.027
Japan,JPN,2014,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,4.345
Japan,JPN,2013,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,4.371
Japan,JPN,2012,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,4.341
Japan,JPN,2011,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,4.408
Japan,JPN,2010,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,4.561
Japan,JPN,2009,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,4.887
Japan,JPN,2008,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,5.122
Japan,JPN,2007,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,5.046
Japan,JPN,2006,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,5.15
Japan,JPN,2005,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,5.233
Japan,JPN,2004,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,5.565
Japan,JPN,2003,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,5.696
Japan,JPN,2002,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,5.973
Japan,JPN,2001,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,5.744
Japan,JPN,2000,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,5.426
Japan,JPN,1999,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,4.881
Japan,JPN,1998,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,4.611
Japan,JPN,1997,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,4.335
Japan,JPN,1996,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,4.045
Japan,JPN,1995,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,3.981
Japan,JPN,1994,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,4.087
Japan,JPN,1993,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,4.036
Japan,JPN,1992,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,3.989
Japan,JPN,1991,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,3.779
Japan,JPN,1990,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,3.484
Japan,JPN,1989,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,3.394
Japan,JPN,1988,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,3.491
Japan,JPN,1987,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,3.671
Japan,JPN,1986,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,3.618
Japan,JPN,1985,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,3.771
Japan,JPN,1984,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,4.171
Japan,JPN,1983,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,4.148
Japan,JPN,1982,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,3.937
Japan,JPN,1981,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,3.643
Japan,JPN,1980,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,3.438
Japan,JPN,1979,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,3.321
Japan,JPN,1978,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,3.367
Japan,JPN,1977,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,3.336
Japan,JPN,1976,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,3.581
Japan,JPN,1975,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,4.073
Japan,JPN,1974,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,4.579
Japan,JPN,1973,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,4.856
Japan,JPN,1972,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,4.833
Japan,JPN,1971,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,4.685
Japan,JPN,1970,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,4.735
Japan,JPN,1969,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,4.751
Japan,JPN,1968,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,4.755
Japan,JPN,1967,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,4.706
Japan,JPN,1966,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,3.411
Japan,JPN,1965,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,2.912
Japan,JPN,1964,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,2.836
Japan,JPN,1963,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,3.444
Japan,JPN,1962,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,4.015
Japan,JPN,1961,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,4.348
Japan,JPN,1960,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,4.261
Japan,JPN,2019,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,35.553
Japan,JPN,2018,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,35.823
Japan,JPN,2017,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,35.719
Japan,JPN,2016,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,36.953
Japan,JPN,2015,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,37.112
Japan,JPN,2014,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,38.722
Japan,JPN,2013,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,39.191
Japan,JPN,2012,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,39.807
Japan,JPN,2011,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,45.246
Japan,JPN,2010,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,41.443
Japan,JPN,2009,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,41.645
Japan,JPN,2008,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,42.712
Japan,JPN,2007,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,43.215
Japan,JPN,2006,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,44.086
Japan,JPN,2005,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,45.04
